企業ID,業界,上場種別,y,pred,oof_pred,区分
170,通信,PR,1,0,0.196266741604339,FN
171,エネルギー,PR,0,1,0.462289540509066,FP
172,機械,PR,1,1,0.9579153947612504,TP
173,製造,PR,0,0,0.0319846005426147,TN
174,自動車・乗り物,PR,1,1,0.5891772981997185,TP
175,機械,PR,0,0,0.1350433887341791,TN
176,機械,PR,0,0,0.038171242331329,TN
177,電気製品,PR,0,0,0.2863434136338248,TN
178,製造,PR,0,0,0.0015433316014978,TN
179,自動車・乗り物,PR,1,1,0.5979434865678142,TP
180,自動車・乗り物,PR,0,0,0.0295377928660686,TN
181,外食,PR,0,0,0.4060000969290849,TN
182,生活用品,PR,0,0,0.0004389778915625,TN
183,小売,PR,0,0,0.0066604467036637,TN
184,化学,PR,0,0,0.0177826029589523,TN
185,医療・福祉,PR,0,0,0.0562889418880071,TN
186,小売,PR,0,0,0.0039423236244688,TN
187,エネルギー,PR,0,0,0.0377637874013139,TN
188,自動車・乗り物,PR,1,0,0.0685617917821933,FN
189,アパレル・美容,PR,0,0,0.0364190431883736,TN
190,運輸・物流,PR,0,0,0.00561227105455,TN
191,化学,PR,1,0,0.2411780045848442,FN
192,機械,PR,1,1,0.8834803857147627,TP
193,自動車・乗り物,PR,1,1,0.8993214357566873,TP
194,機械,PR,1,0,0.2688881940286166,FN
195,機械,PR,1,1,0.4897496692943537,TP
196,機械,PR,1,1,0.8059731565405776,TP
197,機械,PR,0,0,0.0178162794783366,TN
198,商社,PR,1,1,0.8239075231057347,TP
199,IT,PR,1,1,0.9308121061761734,TP
200,建設・工事,PR,0,1,0.5668140471975219,FP
201,建設・工事,PR,0,0,0.2661555804683144,TN
202,製造,PR,0,0,0.2743964360366637,TN
203,商社,PR,0,0,0.0077341068005739,TN
204,建設・工事,PR,0,0,0.0031792599739255,TN
205,商社,PR,0,0,0.0111024972884458,TN
206,人材,PR,0,0,0.0228926004833893,TN
207,商社,PR,0,0,0.0045355547851235,TN
208,小売,PR,0,0,0.0085672917944931,TN
209,商社,PR,0,1,0.8561576241957746,FP
210,機械,PR,0,0,0.0144517367347118,TN
211,生活用品,PR,0,0,0.0083055352481661,TN
212,小売,PR,0,1,0.4627396574739338,FP
213,製造,PR,0,0,0.0161157934406781,TN
214,製造,PR,0,0,0.3547051717951257,TN
215,機械,PR,1,1,0.7762553004753106,TP
216,機械,PR,1,1,0.9667715378660716,TP
217,機械,PR,0,0,0.0387592094865719,TN
218,機械,PR,0,0,0.0125506555248051,TN
219,機械,PR,0,0,0.125848625068309,TN
220,IT,PR,0,0,0.1863214161556184,TN
221,IT,PR,0,1,0.8061084099809279,FP
222,商社,PR,0,0,0.019167200883894,TN
223,運輸・物流,PR,0,0,0.0096194939684436,TN
224,建設・工事,PR,0,0,0.0006545398115341,TN
225,エンタメ,PR,0,0,0.0368482821128481,TN
226,建設・工事,PR,0,0,0.0064615420008475,TN
227,エネルギー,PR,1,1,0.7936630933249365,TP
228,不動産,PR,0,0,0.0127137639562223,TN
229,小売,PR,0,0,0.0062485472773543,TN
230,自動車・乗り物,PR,0,0,0.0483160046104247,TN
231,小売,PR,0,0,0.0053894392621646,TN
232,自動車・乗り物,PR,1,0,0.1675020857191754,FN
233,電気製品,PR,0,0,0.0045279660204621,TN
234,運輸・物流,PR,0,0,0.0156226909276025,TN
235,建設・工事,PR,1,1,0.7976430915801972,TP
236,建設・工事,PR,0,0,0.0726229011565857,TN
237,医療・福祉,PR,0,0,0.0174820646715238,TN
238,建設・工事,PR,1,1,0.7927518818455415,TP
239,建設・工事,PR,0,0,0.0235997985000263,TN
240,建設・工事,PR,0,0,0.0025609829396097,TN
241,機械関連サービス,PR,0,0,0.0336942731827423,TN
242,その他サービス,PR,1,0,0.0131832532655948,FN
243,建設・工事,PR,0,0,0.0187503419505621,TN
244,生活用品,PR,0,0,0.0022148944724046,TN
245,小売,PR,0,0,0.0009335899417925,TN
246,建設・工事,PR,0,0,0.0298718734746414,TN
247,建設・工事,PR,0,0,0.0159440147531329,TN
248,広告,PR,0,0,0.0126486119018338,TN
249,建設・工事,PR,0,0,0.0027084138951832,TN
250,商社,PR,1,1,0.8006635135246155,TP
251,運輸・物流,PR,0,1,0.5563628159435197,FP
252,電気製品,PR,0,0,0.0415499218229805,TN
253,アパレル・美容,PR,0,0,0.0806660706334297,TN
254,食品,PR,1,0,0.0379240974451175,FN
255,電気製品,PR,0,0,0.0141361559970607,TN
256,ゲーム,PR,1,1,0.9930972720339134,TP
257,不動産,PR,0,0,0.0348311395460214,TN
258,医療・福祉,PR,0,0,0.0864156520647934,TN
259,化学,PR,1,1,0.5256610768315428,TP
260,電気製品,PR,0,0,0.008176367724365,TN
261,運輸・物流,PR,0,0,0.3836569816473931,TN
262,生活用品,PR,0,0,0.0066931982484936,TN
263,化学,PR,1,1,0.5900567752484941,TP
264,化学,PR,0,0,0.0083293982623,TN
265,商社,PR,0,0,0.2389392611668279,TN
266,外食,PR,0,0,0.0118191786199892,TN
267,商社,PR,0,0,0.0038882045141257,TN
268,エンタメ,PR,0,0,0.0135450881581795,TN
269,機械,PR,0,0,0.0262063053927209,TN
270,生活用品,PR,0,0,0.3393065465532585,TN
271,商社,PR,0,0,0.1732244726752071,TN
272,生活用品,PR,0,0,0.0657284512748743,TN
273,化学,PR,0,0,0.1566426799554376,TN
274,化学,PR,0,0,0.1335712459477532,TN
275,商社,PR,0,0,0.0156261806178605,TN
276,建設・工事,PR,0,0,0.0049603027595884,TN
277,エネルギー,PR,0,0,0.0229633341347944,TN
278,商社,PR,0,1,0.6657030262740706,FP
279,小売,PR,0,0,0.0448309183159832,TN
280,人材,PR,1,1,0.8677872228622564,TP
281,アパレル・美容,PR,0,0,0.0044806266933696,TN
282,建設・工事,PR,0,0,0.0041595402121452,TN
283,人材,PR,0,0,0.0613571459610283,TN
284,自動車・乗り物,PR,0,0,0.1720255418409989,TN
285,運輸・物流,PR,0,0,0.0140581461273798,TN
286,エンタメ,PR,0,1,0.8062988809623738,FP
287,商社,PR,0,0,0.0327927308435808,TN
288,コンサルティング,PR,1,1,0.9191177898732016,TP
289,医療・福祉,PR,0,0,0.3166617582258132,TN
290,建設・工事,PR,0,1,0.7759307992774134,FP
291,食品,PR,0,0,0.0020838181485855,TN
292,自動車・乗り物,PR,0,0,0.1931563635973313,TN
293,マスコミ,PR,0,0,0.0301445217614438,TN
294,IT,PR,0,0,0.1998169097610147,TN
295,エネルギー,PR,0,0,0.021179981968855,TN
296,小売,PR,0,0,0.0037333690251704,TN
297,機械関連サービス,PR,0,0,0.003383492453626,TN
298,商社,PR,1,1,0.5597157193882021,TP
299,小売,PR,0,0,0.126775611258009,TN
300,商社,PR,0,0,0.0360136669991645,TN
301,製造,PR,0,0,0.0010825566330056,TN
302,商社,PR,0,0,0.0030562769443572,TN
303,商社,PR,1,1,0.4725363830550309,TP
304,製造,PR,1,0,0.0605289160069893,FN
305,運輸・物流,PR,0,0,0.1273922299785258,TN
306,金融,PR,0,0,0.2624958130255231,TN
307,金融,PR,1,1,0.9555484023851994,TP
308,アパレル・美容,PR,0,0,0.0578521987970889,TN
309,金融,PR,0,0,0.0196360989648468,TN
310,その他サービス,PR,0,0,0.2286109806524911,TN
311,金融,PR,0,0,0.0311530612032138,TN
312,コンサルティング,PR,1,1,0.903849938570374,TP
313,自動車・乗り物,PR,1,1,0.922452684403664,TP
314,金融,PR,1,0,0.2435549562091693,FN
315,金融,PR,1,1,0.9506968260385552,TP
316,エネルギー,PR,0,0,0.291578883349264,TN
317,運輸・物流,PR,0,0,0.0583855812788849,TN
318,運輸・物流,PR,0,0,0.0543746614559411,TN
319,建設・工事,PR,0,0,0.1357511762042209,TN
320,不動産,PR,0,0,0.0294672103685309,TN
321,金融,PR,0,0,0.0161091619858291,TN
322,金融,PR,0,0,0.0316905378159022,TN
323,金融,PR,0,0,0.0880285852024499,TN
324,金融,PR,0,0,0.0136442200160715,TN
325,食品,PR,0,0,0.0306659359252222,TN
326,金融,PR,0,0,0.2950884219044264,TN
327,金融,PR,0,1,0.8462669136651605,FP
328,自動車・乗り物,PR,1,1,0.9598892075895664,TP
329,運輸・物流,PR,0,0,0.000212994699098,TN
330,不動産,PR,0,0,0.0039603413264665,TN
331,金融,PR,0,0,0.0393535579123207,TN
332,金融,PR,0,0,0.00512639193689,TN
333,製造,PR,1,1,0.5135551702609481,TP
334,金融,PR,0,0,0.0414542658769303,TN
335,金融,PR,0,0,0.0067879106610626,TN
336,コンサルティング,PR,0,0,0.1099026404049961,TN
337,金融,PR,1,1,0.8055300583544897,TP
338,金融,PR,0,0,0.0131715214942894,TN
339,金融,PR,1,1,0.989439518210216,TP
340,金融,PR,0,0,0.0548593666606592,TN
341,運輸・物流,PR,0,0,0.0011739150590122,TN
342,金融,PR,1,0,0.0199731651616085,FN
343,金融,PR,1,1,0.8401057739873016,TP
344,金融,PR,0,0,0.0766863089476409,TN
345,金融,PR,0,0,0.0400539512948953,TN
346,生活用品,PR,0,0,0.007540384714124,TN
347,運輸・物流,PR,0,0,0.0384384337005331,TN
348,金融,PR,1,1,0.9313183505575444,TP
349,小売,PR,0,0,0.0011862304688847,TN
350,金融,PR,0,0,0.0136806308563437,TN
351,金融,PR,0,0,0.0055616619354959,TN
352,金融,PR,0,0,0.0100180776817127,TN
353,運輸・物流,PR,0,0,0.0084492985416535,TN
354,金融,PR,0,0,0.1659975407156143,TN
355,金融,PR,1,1,0.9715258640470688,TP
356,金融,PR,0,0,0.2590642710177902,TN
357,金融,PR,1,1,0.8823675269453742,TP
358,金融,PR,1,1,0.8500722574010047,TP
359,不動産,PR,0,0,0.038789069993438,TN
360,金融,PR,0,0,0.091820338143497,TN
361,通信,PR,1,0,0.0452015657537737,FN
362,運輸・物流,PR,0,0,0.0019256918115105,TN
363,金融,PR,0,0,0.0245788144575775,TN
364,金融,PR,0,0,0.4272101274956888,TN
365,電気製品,PR,1,0,0.1489743115062112,FN
366,金融,PR,0,0,0.0094948872492694,TN
367,金融,PR,1,0,0.1632120346869169,FN
368,運輸・物流,PR,0,0,0.0144951910085206,TN
369,金融,PR,1,1,0.9440850289990536,TP
370,金融,PR,1,1,0.9789219855249098,TP
371,金融,PR,0,0,0.114089709774304,TN
372,金融,PR,0,0,0.0900661553432214,TN
373,小売,PR,0,0,0.0491333550481866,TN
374,金融,PR,0,0,0.0181112472758111,TN
375,IT,PR,0,0,0.0406485605469989,TN
376,金融,PR,0,0,0.0021183057506014,TN
377,金融,PR,1,1,0.8303626467368501,TP
378,金融,PR,1,1,0.9211812147509224,TP
379,運輸・物流,PR,0,0,0.0157037331658923,TN
380,運輸・物流,PR,0,0,0.1107479094366006,TN
381,金融,PR,1,1,0.9377395690316782,TP
382,金融,PR,0,1,0.4660642562936505,FP
383,外食,ST,0,0,0.0051179401050559,TN
384,その他,PR,0,0,0.0143641454556087,TN
385,外食,PR,0,0,0.0124488245419759,TN
386,小売,ST,1,1,0.5024098543457146,TP
387,人材,GR,0,1,0.8066906541753677,FP
388,小売,ST,0,0,0.0758064999869292,TN
389,アパレル・美容,ST,1,1,0.4625985126461596,TP
390,IT,PR,0,0,0.0154748171318161,TN
391,小売,ST,0,0,0.0156609023585035,TN
392,外食,ST,0,0,0.0249041156196086,TN
393,食品,ST,0,0,0.002678408503799,TN
394,人材,PR,0,0,0.0682325431929067,TN
395,外食,PR,0,0,0.0020717805946231,TN
396,食品,ST,0,0,0.0100203661761306,TN
397,小売,ST,0,0,0.0260893961468531,TN
398,機械,PR,0,0,0.0813523924249295,TN
399,アパレル・美容,ST,0,0,0.0863986972075244,TN
400,小売,GR,0,0,0.0004789920618004,TN
401,小売,ST,0,0,0.0021983254215193,TN
402,アパレル・美容,ST,0,0,0.0019708433101086,TN
403,IT,GR,1,1,0.4877657330381337,TP
404,コンサルティング,ST,0,0,0.0060189786014089,TN
405,不動産,PR,0,0,0.035769618213206,TN
406,自動車・乗り物,PR,0,0,0.0263784551534777,TN
407,人材,ST,1,0,0.0402891190651803,FN
408,食品,ST,0,0,0.0014306958350866,TN
409,自動車・乗り物,ST,0,0,0.0036844975971203,TN
410,機械,PR,0,0,0.0747253550106114,TN
411,食品,ST,0,0,0.0010017282945187,TN
412,IT,PR,0,0,0.052600821078184,TN
413,不動産,GR,0,0,0.1730256169520771,TN
414,IT,ST,1,1,0.9943664260035854,TP
415,機械,PR,0,0,0.0694226611968015,TN
416,機械,PR,1,1,0.9628597089039068,TP
417,機械,PR,0,0,0.0050992702939989,TN
418,コンサルティング,PR,1,1,0.953081820357754,TP
419,小売,ST,0,0,0.1918341050223967,TN
420,エンタメ,ST,0,0,0.0088213927333613,TN
421,アパレル・美容,ST,0,0,0.0005510383871971,TN
422,自動車・乗り物,PR,1,1,0.9907108846257614,TP
423,機械,ST,0,0,0.173018242618271,TN
424,IT,ST,0,0,0.0026976918430914,TN
425,IT,PR,1,1,0.4676808863945099,TP
426,建設・工事,ST,0,0,0.0029661471520168,TN
427,IT,ST,0,0,0.0110604246895437,TN
428,化学,ST,0,0,0.0041011089191588,TN
429,コンサルティング,PR,0,1,0.7959129893463491,FP
430,機械,ST,0,0,0.0143536563019797,TN
431,商社,ST,0,0,0.0087032868491126,TN
432,生活用品,ST,0,0,0.0030614074813698,TN
433,食品,ST,0,0,0.0729643880600329,TN
434,IT,PR,1,1,0.9650653508212969,TP
435,機械,PR,0,0,0.0029355916183495,TN
436,小売,ST,0,0,0.0024299481954069,TN
437,外食,ST,0,0,0.0115243206963048,TN
438,化学,ST,0,0,0.0093402048734925,TN
439,建設・工事,PR,1,1,0.8826873880219201,TP
440,建設・工事,ST,0,0,0.0355723752056599,TN
441,機械,PR,0,0,0.0089430041586089,TN
442,人材,PR,0,0,0.0595864720584318,TN
443,IT,PR,1,1,0.9494053980941496,TP
444,運輸・物流,PR,1,0,0.1435863068928772,FN
445,外食,PR,0,1,0.5696568487736634,FP
446,自動車・乗り物,GR,0,0,0.0016624635202024,TN
447,自動車・乗り物,ST,0,0,0.0051012295838817,TN
448,建設・工事,ST,0,0,0.004728126647241,TN
449,建設・工事,ST,0,0,0.0038860814566176,TN
450,コンサルティング,ST,0,1,0.4615065064801222,FP
451,機械関連サービス,ST,0,0,0.0037849859787523,TN
452,建設・工事,PR,0,0,0.0041886572835909,TN
453,IT,PR,0,0,0.0872608745724757,TN
454,自動車・乗り物,PR,1,1,0.5754654399314927,TP
455,自動車・乗り物,ST,0,0,0.0215666631296525,TN
456,製造,ST,0,0,0.0077928779517743,TN
457,人材,PR,1,1,0.9770821384759192,TP
458,自動車・乗り物,PR,0,0,0.0377601169823274,TN
459,小売,GR,0,0,0.011527670221138,TN
460,自動車・乗り物,ST,1,0,0.1374195473396376,FN
461,機械,PR,0,0,0.1659128972898856,TN
462,自動車・乗り物,ST,0,0,0.0126941772062449,TN
463,IT,ST,1,1,0.5002435371302554,TP
464,IT,PR,0,0,0.1619155109866804,TN
465,建設・工事,ST,0,0,0.0043945923105526,TN
466,建設・工事,ST,0,0,0.0124868432772578,TN
467,コンサルティング,PR,0,0,0.2130699708905835,TN
468,IT,PR,0,0,0.0764960797771344,TN
469,建設・工事,ST,0,0,0.0744728364174652,TN
470,商社,ST,0,0,0.0118040528249599,TN
471,自動車・乗り物,ST,0,0,0.0508996401646766,TN
472,人材,ST,0,0,0.0103247211384005,TN
473,IT,PR,0,1,0.714780139759325,FP
474,製造,PR,1,1,0.9517111724249806,TP
475,自動車・乗り物,ST,0,0,0.0088907400532571,TN
476,商社,ST,0,0,0.0107132437714952,TN
477,IT,PR,1,1,0.6634364693262369,TP
478,商社,ST,0,0,0.00941916390144,TN
479,アパレル・美容,ST,0,0,0.0011466467664007,TN
480,機械,PR,1,1,0.5948013424277339,TP
481,製造,ST,0,0,0.047180072744921,TN
482,コンサルティング,PR,0,0,0.1495269412114641,TN
483,機械,ST,0,0,0.0862821961194507,TN
484,自動車・乗り物,ST,1,1,0.9817481548586994,TP
485,IT,ST,1,1,0.8825106041766627,TP
486,外食,ST,0,0,0.00401376824442,TN
487,IT,ST,0,0,0.007712421678797,TN
488,生活用品,ST,0,0,0.0095049274463512,TN
489,商社,ST,0,0,0.0010624517941952,TN
490,化学,PR,0,0,0.0042216093603568,TN
491,IT,PR,1,1,0.9057801747804812,TP
492,建設・工事,ST,0,0,0.0161626430932346,TN
493,建設・工事,ST,0,0,0.002215790012096,TN
494,自動車・乗り物,PR,0,0,0.0060193982663151,TN
495,人材,PR,1,1,0.9876015753996974,TP
496,エネルギー,ST,0,0,0.0049570945856002,TN
497,食品,ST,0,0,0.0070195331013927,TN
498,IT,GR,1,1,0.9842394843971064,TP
499,エンタメ,ST,1,0,0.3070963114990699,FN
500,機械関連サービス,ST,0,0,0.287038258673066,TN
501,教育,PR,1,1,0.9008050077735942,TP
502,医療・福祉,PR,0,0,0.1690721696031177,TN
503,自動車・乗り物,ST,0,0,0.0507648648443777,TN
504,アパレル・美容,ST,0,0,0.0476428464835779,TN
505,外食,ST,0,0,0.0002297160558606,TN
506,小売,ST,0,0,0.0030470399657112,TN
507,小売,ST,0,0,0.0071739841240972,TN
508,自動車・乗り物,ST,1,1,0.4654041727971666,TP
509,化学,PR,1,0,0.0329091903414523,FN
510,機械,ST,0,0,0.0090626922645674,TN
511,建設・工事,PR,1,0,0.1387591853881661,FN
512,医療・福祉,ST,0,0,0.0731304158902183,TN
513,人材,PR,1,0,0.1235936934947395,FN
514,その他サービス,PR,0,1,0.7295012776409112,FP
515,人材,GR,1,1,0.8248984173854811,TP
516,小売,ST,0,0,0.0164267418875548,TN
517,化学,ST,0,0,0.0044789707832824,TN
518,自動車・乗り物,ST,0,0,0.2457393806402743,TN
519,電気製品,ST,0,0,0.0104009789170983,TN
520,機械,ST,0,0,0.0122855575408104,TN
521,食品,PR,1,0,0.1293509153634148,FN
522,建設・工事,ST,0,0,0.0127788859261201,TN
523,建設・工事,ST,0,0,0.0053293099529947,TN
524,IT,PR,0,0,0.0454422486421716,TN
525,エンタメ,PR,0,0,0.0045085883646099,TN
526,自動車・乗り物,PR,1,1,0.9242961531682578,TP
527,エネルギー,PR,1,0,0.0761031465321159,FN
528,自動車・乗り物,PR,0,1,0.8907484592269885,FP
529,食品,PR,0,0,0.1817089433864793,TN
530,その他サービス,PR,0,0,0.0006118291642555,TN
531,小売,ST,0,0,0.0035959404966872,TN
532,運輸・物流,ST,1,0,0.1173857739585734,FN
533,自動車・乗り物,ST,0,0,0.0021242883912252,TN
534,化学,ST,0,0,0.0049052786079137,TN
535,機械,PR,0,1,0.5412319584984658,FP
536,機械,PR,1,1,0.932112761360094,TP
537,商社,ST,0,0,0.1896605927146464,TN
538,アパレル・美容,ST,0,0,0.0030698723689316,TN
539,コンサルティング,ST,1,0,0.0764707073422629,FN
540,コンサルティング,ST,0,0,0.0188876941381325,TN
541,機械,PR,0,0,0.0564014045957038,TN
542,コンサルティング,PR,1,0,0.1243563705352854,FN
543,化学,ST,1,1,0.949733208730372,TP
544,その他サービス,PR,0,0,0.4359710439433473,TN
545,製造,ST,0,1,0.6901690958623213,FP
