企業ID,業界,上場種別,y,pred,oof_pred,区分
125,医療・福祉,PR,1,0,0.134101580491897,FN
126,商社,PR,1,1,0.8587880570600485,TP
127,化学,PR,0,0,0.0165221272667541,TN
128,機械,PR,0,1,0.953893738076467,FP
129,自動車・乗り物,PR,1,1,0.8714496792748805,TP
130,小売,PR,0,0,0.0153979803160917,TN
131,機械,PR,0,0,0.0460856888462872,TN
132,建設・工事,PR,0,0,0.0005477679142504,TN
133,機械,PR,1,1,0.5550611308132949,TP
134,機械,PR,0,0,0.3299365990334835,TN
135,商社,PR,1,1,0.9410179306227908,TP
136,食品,PR,0,0,0.0012447163656191,TN
137,生活用品,PR,0,0,0.0115460129916167,TN
138,化学,PR,0,0,0.00047123369388,TN
139,化学,PR,0,0,0.0010838504171275,TN
140,機械,PR,1,1,0.6978409017571683,TP
141,IT,PR,1,1,0.7518415310740868,TP
142,IT,PR,0,0,0.1899565494141458,TN
143,建設・工事,PR,0,0,0.0038656439017055,TN
144,機械,PR,1,0,0.1320981589449301,FN
145,生活用品,PR,0,0,0.0151206845822075,TN
146,エネルギー,PR,1,0,0.2677287331307031,FN
147,エネルギー,PR,0,0,0.3625871072279094,TN
148,食品,PR,0,0,0.0071013244866298,TN
149,製造,PR,0,0,0.3003566778465928,TN
150,商社,PR,0,0,0.0438241017936073,TN
151,商社,PR,1,1,0.8913191447441843,TP
152,機械,PR,0,0,0.0037394693160428,TN
153,機械,PR,0,0,0.0144091266343466,TN
154,運輸・物流,PR,0,0,0.0543405189129047,TN
155,自動車・乗り物,PR,1,0,0.1252397053402931,FN
156,化学,PR,0,0,0.3937234067170899,TN
157,商社,PR,0,0,0.0166825040044817,TN
158,自動車・乗り物,PR,1,1,0.9213245167334188,TP
159,不動産,PR,0,0,0.0081149978644003,TN
160,エネルギー,PR,1,1,0.5819875118186992,TP
161,商社,PR,0,0,0.0108719524476833,TN
162,自動車・乗り物,PR,1,1,0.5297081300768389,TP
163,自動車・乗り物,PR,1,1,0.4959097865294862,TP
164,製造,PR,0,0,0.0412664825480563,TN
165,IT,PR,1,1,0.7778780752946266,TP
166,エネルギー,PR,0,0,0.0583230544993398,TN
167,アパレル・美容,PR,0,0,0.1707007435828795,TN
168,機械,PR,1,1,0.8405597603252833,TP
169,自動車・乗り物,PR,0,0,0.0707123330196927,TN
170,通信,PR,1,0,0.2935398476224997,FN
171,エネルギー,PR,0,0,0.283557513443479,TN
172,機械,PR,1,1,0.9177476551208018,TP
173,製造,PR,0,0,0.0066346224681094,TN
174,自動車・乗り物,PR,1,0,0.3369258801021264,FN
175,機械,PR,0,0,0.1245283395332106,TN
176,機械,PR,0,0,0.0803494639430838,TN
177,電気製品,PR,0,0,0.1307199133443555,TN
178,製造,PR,0,0,0.0015381379124718,TN
179,自動車・乗り物,PR,1,1,0.6869124737338168,TP
180,自動車・乗り物,PR,0,0,0.0296087521817411,TN
181,外食,PR,0,0,0.3297279587912903,TN
182,生活用品,PR,0,0,0.0006393119647537,TN
183,小売,PR,0,0,0.0061484832192575,TN
184,化学,PR,0,0,0.0638985495082395,TN
185,医療・福祉,PR,0,0,0.0217161762824961,TN
186,小売,PR,0,0,0.0022165468009215,TN
187,エネルギー,PR,0,0,0.0071952429102965,TN
188,自動車・乗り物,PR,1,0,0.2033182460551221,FN
189,アパレル・美容,PR,0,0,0.0052661017318958,TN
190,運輸・物流,PR,0,0,0.0053622234647942,TN
191,化学,PR,1,0,0.1450043474298049,FN
192,機械,PR,1,1,0.8871260100712928,TP
193,自動車・乗り物,PR,1,1,0.8210993117577895,TP
194,機械,PR,1,0,0.3608452140304446,FN
195,機械,PR,1,1,0.8133342827020937,TP
196,機械,PR,1,1,0.8259413348461117,TP
197,機械,PR,0,0,0.0190478308375403,TN
198,商社,PR,1,1,0.593863888684406,TP
199,IT,PR,1,1,0.8889276590364169,TP
200,建設・工事,PR,0,0,0.1276844628852553,TN
201,建設・工事,PR,0,0,0.1842713553050787,TN
202,製造,PR,0,0,0.2094230809189002,TN
203,商社,PR,0,0,0.0056090442627261,TN
204,建設・工事,PR,0,0,0.0002688463281177,TN
205,商社,PR,0,0,0.0102258951309721,TN
206,人材,PR,0,0,0.0740035248400066,TN
207,商社,PR,0,0,0.0021117620068519,TN
208,小売,PR,0,0,0.0023266138218535,TN
209,商社,PR,0,1,0.8545753417941554,FP
210,機械,PR,0,0,0.0227781182214128,TN
211,生活用品,PR,0,0,0.0294677060416021,TN
212,小売,PR,0,0,0.1487882248284162,TN
213,製造,PR,0,0,0.0035399940580906,TN
214,製造,PR,0,0,0.2159733500975251,TN
215,機械,PR,1,1,0.6327655826620618,TP
216,機械,PR,1,1,0.9772309080593424,TP
217,機械,PR,0,0,0.0306327548424251,TN
218,機械,PR,0,0,0.0192445411153579,TN
219,機械,PR,0,0,0.0460345416481279,TN
220,IT,PR,0,0,0.3675349033196133,TN
221,IT,PR,0,1,0.5217897656203633,FP
222,商社,PR,0,0,0.0141965961075561,TN
223,運輸・物流,PR,0,0,0.0049666143680838,TN
224,建設・工事,PR,0,0,0.0010345331851852,TN
225,エンタメ,PR,0,0,0.0885827122357743,TN
226,建設・工事,PR,0,0,0.0072400719543805,TN
227,エネルギー,PR,1,1,0.8484075582764402,TP
228,不動産,PR,0,0,0.0163418622884734,TN
229,小売,PR,0,0,0.0089936014894759,TN
230,自動車・乗り物,PR,0,0,0.0366025310713965,TN
231,小売,PR,0,0,0.0034197135132095,TN
232,自動車・乗り物,PR,1,0,0.1975638039657604,FN
233,電気製品,PR,0,0,0.0026535084081012,TN
234,運輸・物流,PR,0,0,0.0117254637327697,TN
235,建設・工事,PR,1,1,0.4125629947192005,TP
236,建設・工事,PR,0,0,0.0864686084697353,TN
237,医療・福祉,PR,0,0,0.0450783443522628,TN
238,建設・工事,PR,1,1,0.838322090222772,TP
239,建設・工事,PR,0,0,0.0338492648829805,TN
240,建設・工事,PR,0,0,0.0034203322178904,TN
241,機械関連サービス,PR,0,0,0.030787479011218,TN
242,その他サービス,PR,1,0,0.0956248823117146,FN
243,建設・工事,PR,0,0,0.0392844433397902,TN
244,生活用品,PR,0,0,0.0034174128777577,TN
245,小売,PR,0,0,0.0026789649602303,TN
246,建設・工事,PR,0,0,0.0507744851365271,TN
247,建設・工事,PR,0,0,0.0114936021045182,TN
248,広告,PR,0,0,0.0176517474465892,TN
249,建設・工事,PR,0,0,0.0040593650713784,TN
250,商社,PR,1,1,0.8719803309979436,TP
251,運輸・物流,PR,0,0,0.2655513834315884,TN
252,電気製品,PR,0,0,0.0842585164953927,TN
253,アパレル・美容,PR,0,0,0.1382901504583704,TN
254,食品,PR,1,0,0.0626872647244469,FN
255,電気製品,PR,0,0,0.0153349180136921,TN
256,ゲーム,PR,1,1,0.9917906356750446,TP
257,不動産,PR,0,0,0.0439811416617124,TN
258,医療・福祉,PR,0,0,0.1474841553156001,TN
259,化学,PR,1,1,0.5605643073613628,TP
260,電気製品,PR,0,0,0.0005922218872832,TN
261,運輸・物流,PR,0,1,0.7517962437092548,FP
262,生活用品,PR,0,0,0.007638167786818,TN
263,化学,PR,1,1,0.5474142773379681,TP
264,化学,PR,0,0,0.0085599126914985,TN
265,商社,PR,0,0,0.1617799288703201,TN
266,外食,PR,0,0,0.0131211177634774,TN
267,商社,PR,0,0,0.0053132994336336,TN
268,エンタメ,PR,0,0,0.0021729790616541,TN
269,機械,PR,0,0,0.0246670669546733,TN
270,生活用品,PR,0,0,0.2867936610117845,TN
271,商社,PR,0,0,0.2431451743164272,TN
272,生活用品,PR,0,0,0.1553674434489493,TN
273,化学,PR,0,0,0.3114107471370315,TN
274,化学,PR,0,0,0.1019388909616375,TN
275,商社,PR,0,0,0.0322396340999628,TN
276,建設・工事,PR,0,0,0.0050401160552709,TN
277,エネルギー,PR,0,0,0.028979554938242,TN
278,商社,PR,0,1,0.6269189096045389,FP
279,小売,PR,0,0,0.0685784362602548,TN
280,人材,PR,1,1,0.7943057339004981,TP
281,アパレル・美容,PR,0,0,0.0079149716830866,TN
282,建設・工事,PR,0,0,0.0050047850909045,TN
283,人材,PR,0,0,0.2396489680623326,TN
284,自動車・乗り物,PR,0,0,0.0729611947204725,TN
285,運輸・物流,PR,0,0,0.0035000183614568,TN
286,エンタメ,PR,0,1,0.6929971445481251,FP
287,商社,PR,0,0,0.0258650657785659,TN
288,コンサルティング,PR,1,1,0.941588344727894,TP
289,医療・福祉,PR,0,0,0.3616442672256393,TN
290,建設・工事,PR,0,1,0.8100758414633261,FP
291,食品,PR,0,0,0.0077671428297996,TN
292,自動車・乗り物,PR,0,0,0.2959274481884441,TN
293,マスコミ,PR,0,0,0.0239926594652171,TN
294,IT,PR,0,0,0.283404378933607,TN
295,エネルギー,PR,0,0,0.0699065062942649,TN
296,小売,PR,0,0,0.0068259866620625,TN
297,機械関連サービス,PR,0,0,0.0041821522699463,TN
298,商社,PR,1,1,0.5777630838401894,TP
299,小売,PR,0,0,0.1826371359722011,TN
300,商社,PR,0,0,0.0379823747273879,TN
301,製造,PR,0,0,0.0014110039693308,TN
302,商社,PR,0,0,0.0044787519931971,TN
303,商社,PR,1,1,0.7782940078991816,TP
304,製造,PR,1,0,0.0370583958451113,FN
305,運輸・物流,PR,0,1,0.5017755474641149,FP
306,金融,PR,0,0,0.1485208053583608,TN
307,金融,PR,1,1,0.9505450949692916,TP
308,アパレル・美容,PR,0,0,0.0497491293514198,TN
309,金融,PR,0,0,0.0241192245051712,TN
310,その他サービス,PR,0,0,0.184117325572625,TN
311,金融,PR,0,0,0.0990326889811752,TN
312,コンサルティング,PR,1,1,0.866472821201071,TP
313,自動車・乗り物,PR,1,1,0.911476734581191,TP
314,金融,PR,1,0,0.1339384055009778,FN
315,金融,PR,1,1,0.8998086484216515,TP
316,エネルギー,PR,0,0,0.1169856712513519,TN
317,運輸・物流,PR,0,0,0.0116067592160542,TN
318,運輸・物流,PR,0,0,0.0212175665116395,TN
319,建設・工事,PR,0,0,0.1401031107690635,TN
320,不動産,PR,0,0,0.0234904030214218,TN
321,金融,PR,0,0,0.0159648335606545,TN
322,金融,PR,0,0,0.0772488619655177,TN
323,金融,PR,0,0,0.0130766165098761,TN
324,金融,PR,0,0,0.0109190130527564,TN
325,食品,PR,0,0,0.0308423589873549,TN
326,金融,PR,0,0,0.3472139641245746,TN
327,金融,PR,0,1,0.90350436179865,FP
328,自動車・乗り物,PR,1,1,0.9881369604998108,TP
329,運輸・物流,PR,0,0,0.0008444075833313,TN
330,不動産,PR,0,0,0.0212594761736979,TN
331,金融,PR,0,0,0.0490880111977326,TN
332,金融,PR,0,0,0.0147149593084619,TN
333,製造,PR,1,0,0.2955582816121481,FN
334,金融,PR,0,0,0.0727263685793358,TN
335,金融,PR,0,0,0.0147513358769631,TN
336,コンサルティング,PR,0,0,0.0551048606690695,TN
337,金融,PR,1,1,0.7982508719216307,TP
338,金融,PR,0,0,0.0179816388644575,TN
339,金融,PR,1,1,0.9905877285055544,TP
340,金融,PR,0,0,0.0508698730829023,TN
341,運輸・物流,PR,0,0,0.0019188361257297,TN
342,金融,PR,1,0,0.0282239059042172,FN
343,金融,PR,1,1,0.8599122834220669,TP
344,金融,PR,0,0,0.0541358020704334,TN
345,金融,PR,0,0,0.052157242999596,TN
346,生活用品,PR,0,0,0.0104859593504628,TN
347,運輸・物流,PR,0,0,0.0640600316403785,TN
348,金融,PR,1,1,0.8852807449807023,TP
349,小売,PR,0,0,0.0013962308628284,TN
350,金融,PR,0,0,0.0392053454455793,TN
351,金融,PR,0,0,0.0134247384642382,TN
352,金融,PR,0,0,0.0235783283738059,TN
353,運輸・物流,PR,0,0,0.1043718931935666,TN
354,金融,PR,0,0,0.3229921175255768,TN
355,金融,PR,1,1,0.937877841634115,TP
356,金融,PR,0,0,0.3990018279007296,TN
357,金融,PR,1,1,0.946842861167674,TP
358,金融,PR,1,1,0.8844776144214805,TP
359,不動産,PR,0,0,0.0379682921053477,TN
360,金融,PR,0,0,0.0897371156065043,TN
361,通信,PR,1,0,0.0866237070555952,FN
362,運輸・物流,PR,0,0,0.0034266742607717,TN
363,金融,PR,0,0,0.0269747792923908,TN
364,金融,PR,0,0,0.3104971997910656,TN
365,電気製品,PR,1,0,0.0929141689739396,FN
366,金融,PR,0,0,0.0804150997503585,TN
367,金融,PR,1,0,0.2892842572625382,FN
368,運輸・物流,PR,0,0,0.0140621377386658,TN
369,金融,PR,1,1,0.908036498534155,TP
370,金融,PR,1,1,0.9691500539406764,TP
371,金融,PR,0,0,0.2063360597752097,TN
372,金融,PR,0,0,0.1742139760932126,TN
373,小売,PR,0,0,0.0904443632013618,TN
374,金融,PR,0,0,0.0360537440874065,TN
375,IT,PR,0,0,0.0773455019713585,TN
376,金融,PR,0,0,0.005730324659257,TN
377,金融,PR,1,1,0.882623075126925,TP
378,金融,PR,1,1,0.972094032521688,TP
379,運輸・物流,PR,0,0,0.0062059866923309,TN
380,運輸・物流,PR,0,0,0.0392119964456565,TN
381,金融,PR,1,1,0.9609757337877473,TP
382,金融,PR,0,0,0.2796615870526611,TN
383,外食,ST,0,0,0.0084746839003971,TN
384,その他,PR,0,0,0.0048150901328151,TN
385,外食,PR,0,0,0.0230983755524582,TN
386,小売,ST,1,0,0.3382657872109174,FN
387,人材,GR,0,1,0.8696067072549386,FP
388,小売,ST,0,0,0.0967616194773827,TN
389,アパレル・美容,ST,1,0,0.1404077641685919,FN
390,IT,PR,0,0,0.002895815783803,TN
391,小売,ST,0,0,0.0008403506495888,TN
392,外食,ST,0,0,0.0510552579191524,TN
393,食品,ST,0,0,0.0033890009861084,TN
394,人材,PR,0,0,0.1383107840413132,TN
395,外食,PR,0,0,0.0023620203193515,TN
396,食品,ST,0,0,0.0023433656741675,TN
397,小売,ST,0,0,0.0139799283979443,TN
398,機械,PR,0,0,0.0911850634984089,TN
399,アパレル・美容,ST,0,0,0.1011743996131648,TN
400,小売,GR,0,0,0.0005369077733973,TN
401,小売,ST,0,0,0.0050859503890503,TN
402,アパレル・美容,ST,0,0,0.0019622059464145,TN
403,IT,GR,1,1,0.6931028384931011,TP
404,コンサルティング,ST,0,0,0.0070999979613779,TN
405,不動産,PR,0,0,0.0174607473305973,TN
406,自動車・乗り物,PR,0,0,0.0366118471131024,TN
407,人材,ST,1,0,0.0321932065058184,FN
408,食品,ST,0,0,0.0027639480294727,TN
409,自動車・乗り物,ST,0,0,0.0158737488036966,TN
410,機械,PR,0,0,0.0456914836856343,TN
411,食品,ST,0,0,0.003879698981671,TN
412,IT,PR,0,0,0.0214807594874851,TN
413,不動産,GR,0,0,0.1104170182036187,TN
414,IT,ST,1,1,0.9888317363426068,TP
415,機械,PR,0,0,0.0375125405714933,TN
416,機械,PR,1,1,0.9562128054452524,TP
417,機械,PR,0,0,0.0050701175422639,TN
418,コンサルティング,PR,1,1,0.9512273630770745,TP
419,小売,ST,0,0,0.0679200412406974,TN
420,エンタメ,ST,0,0,0.0096676910409698,TN
421,アパレル・美容,ST,0,0,0.000751207403655,TN
422,自動車・乗り物,PR,1,1,0.98696205630328,TP
423,機械,ST,0,0,0.2820635007076361,TN
424,IT,ST,0,0,0.0054793836407335,TN
425,IT,PR,1,1,0.4115841253210404,TP
426,建設・工事,ST,0,0,0.0030704486971686,TN
427,IT,ST,0,0,0.0118365652115318,TN
428,化学,ST,0,0,0.0001547085824364,TN
429,コンサルティング,PR,0,1,0.8684012201269519,FP
430,機械,ST,0,0,0.014268326684237,TN
431,商社,ST,0,0,0.0009493449318186,TN
432,生活用品,ST,0,0,0.0024628035376698,TN
433,食品,ST,0,0,0.0855951429151559,TN
434,IT,PR,1,1,0.9586276711446602,TP
435,機械,PR,0,0,0.0161561176676728,TN
436,小売,ST,0,0,0.0022934385380888,TN
437,外食,ST,0,0,0.0109902150751851,TN
438,化学,ST,0,0,0.0065047936420185,TN
439,建設・工事,PR,1,1,0.8105718060435328,TP
440,建設・工事,ST,0,0,0.0712951600607763,TN
441,機械,PR,0,0,0.0021261635908004,TN
442,人材,PR,0,0,0.0304344600986472,TN
443,IT,PR,1,1,0.8626070231472351,TP
444,運輸・物流,PR,1,0,0.1548949306026328,FN
445,外食,PR,0,1,0.6212935620164804,FP
446,自動車・乗り物,GR,0,0,0.0026427758096192,TN
447,自動車・乗り物,ST,0,0,0.0107086137719107,TN
448,建設・工事,ST,0,0,0.008465460599015,TN
449,建設・工事,ST,0,0,0.0005254387480988,TN
450,コンサルティング,ST,0,0,0.229157048635194,TN
451,機械関連サービス,ST,0,0,0.0001703498175667,TN
452,建設・工事,PR,0,0,0.0004647158320497,TN
453,IT,PR,0,0,0.0836960581652996,TN
454,自動車・乗り物,PR,1,1,0.5623280280389041,TP
455,自動車・乗り物,ST,0,0,0.0022167141963596,TN
456,製造,ST,0,0,0.0149006002408688,TN
457,人材,PR,1,1,0.953657110254184,TP
458,自動車・乗り物,PR,0,0,0.0459978834295965,TN
459,小売,GR,0,0,0.0390817097477612,TN
460,自動車・乗り物,ST,1,0,0.0798118725022588,FN
461,機械,PR,0,0,0.1413243381979254,TN
462,自動車・乗り物,ST,0,0,0.0115524615853894,TN
463,IT,ST,1,1,0.4839934364857886,TP
464,IT,PR,0,0,0.0913922571693586,TN
465,建設・工事,ST,0,0,0.0032842419629987,TN
466,建設・工事,ST,0,0,0.0003241701231176,TN
467,コンサルティング,PR,0,0,0.0702152225935785,TN
468,IT,PR,0,0,0.1886496955607542,TN
469,建設・工事,ST,0,0,0.0419972955645251,TN
470,商社,ST,0,0,0.0030729433860281,TN
471,自動車・乗り物,ST,0,0,0.0140290470749868,TN
472,人材,ST,0,0,0.0328099560706377,TN
473,IT,PR,0,1,0.7153424231888752,FP
474,製造,PR,1,1,0.9513115112523824,TP
475,自動車・乗り物,ST,0,0,0.0063706614220754,TN
476,商社,ST,0,0,0.0062009393026209,TN
477,IT,PR,1,1,0.5991990019460044,TP
478,商社,ST,0,0,0.0068187565617944,TN
479,アパレル・美容,ST,0,0,0.0030374881676766,TN
480,機械,PR,1,1,0.5222676282890705,TP
481,製造,ST,0,0,0.0234371134367916,TN
482,コンサルティング,PR,0,0,0.0639282935072287,TN
483,機械,ST,0,0,0.0650334021089131,TN
484,自動車・乗り物,ST,1,1,0.9817961661660262,TP
485,IT,ST,1,1,0.8465804903084543,TP
486,外食,ST,0,0,0.0039404764589142,TN
487,IT,ST,0,0,0.0232811330485815,TN
488,生活用品,ST,0,0,0.0018685068189984,TN
489,商社,ST,0,0,0.004030718619265,TN
490,化学,PR,0,0,0.007130879181184,TN
491,IT,PR,1,1,0.8756734708162165,TP
492,建設・工事,ST,0,0,0.0020232718836165,TN
493,建設・工事,ST,0,0,0.0035270110248776,TN
494,自動車・乗り物,PR,0,0,0.0108480021096169,TN
495,人材,PR,1,1,0.9832439574579412,TP
496,エネルギー,ST,0,0,0.0071934005063867,TN
497,食品,ST,0,0,0.0046986061206101,TN
498,IT,GR,1,1,0.973581379887912,TP
499,エンタメ,ST,1,0,0.1344793795374914,FN
500,機械関連サービス,ST,0,0,0.1778565195305178,TN
501,教育,PR,1,1,0.8498413210495448,TP
502,医療・福祉,PR,0,0,0.1324586539607875,TN
503,自動車・乗り物,ST,0,0,0.2250923194207256,TN
504,アパレル・美容,ST,0,0,0.0558477654376773,TN
505,外食,ST,0,0,0.0005465397697288,TN
506,小売,ST,0,0,0.0003463019408198,TN
507,小売,ST,0,0,0.0150513034194439,TN
508,自動車・乗り物,ST,1,1,0.6437014388918948,TP
509,化学,PR,1,0,0.0205975116630375,FN
510,機械,ST,0,0,0.023497862918107,TN
511,建設・工事,PR,1,0,0.0851276890418242,FN
512,医療・福祉,ST,0,0,0.0191724851205973,TN
513,人材,PR,1,0,0.124842914126758,FN
514,その他サービス,PR,0,1,0.4738896100279395,FP
515,人材,GR,1,1,0.8984640997925434,TP
516,小売,ST,0,0,0.037086842431534,TN
517,化学,ST,0,0,0.0038845959108903,TN
518,自動車・乗り物,ST,0,1,0.5008091415035671,FP
519,電気製品,ST,0,0,0.0090391266188567,TN
520,機械,ST,0,0,0.0093227529567407,TN
521,食品,PR,1,0,0.0664024512663328,FN
522,建設・工事,ST,0,0,0.0169338830590348,TN
523,建設・工事,ST,0,0,0.0007096376906417,TN
524,IT,PR,0,0,0.035515380623025,TN
525,エンタメ,PR,0,0,0.00451882346027,TN
526,自動車・乗り物,PR,1,1,0.9851615896284448,TP
527,エネルギー,PR,1,0,0.0776025914889168,FN
528,自動車・乗り物,PR,0,1,0.6861458712845816,FP
529,食品,PR,0,0,0.1499465752735431,TN
530,その他サービス,PR,0,0,0.0017580844619309,TN
531,小売,ST,0,0,0.0086499308750222,TN
532,運輸・物流,ST,1,0,0.0581134035364067,FN
533,自動車・乗り物,ST,0,0,0.0115217637714175,TN
534,化学,ST,0,0,0.0088517339414022,TN
535,機械,PR,0,1,0.5591987772328874,FP
536,機械,PR,1,1,0.911468135407566,TP
537,商社,ST,0,0,0.1675759883253431,TN
538,アパレル・美容,ST,0,0,0.0048735073099922,TN
539,コンサルティング,ST,1,0,0.0278681632196159,FN
540,コンサルティング,ST,0,0,0.0245667707577158,TN
541,機械,PR,0,0,0.0788317080495581,TN
542,コンサルティング,PR,1,0,0.216323876044773,FN
543,化学,ST,1,1,0.9521143547481234,TP
544,その他サービス,PR,0,1,0.5319832301220792,FP
545,製造,ST,0,0,0.3872830635772916,TN
