,0
組織図_svd36,36.8193895816803
今後のDX展望_svd6,36.48082995414734
組織図_svd21,36.15377998352051
有形固定資産変動,35.821221351623535
組織図_svd1,35.338080525398254
企業概要_svd34,35.02036094665527
企業概要_svd17,34.252400279045105
組織図_svd27,33.23089945316315
組織図_svd28,33.18483680486679
一人当たり売上,31.191699504852295
企業概要_svd35,30.549610137939453
組織図_svd11,30.019377946853638
今後のDX展望_svd21,29.660059809684753
組織図_svd2,29.054649591445923
企業概要_svd12,28.776119709014893
組織図_svd37,28.404330134391785
組織図_svd31,28.10329008102417
当期純利益,27.74571967124939
企業概要_svd28,26.816200137138367
一人当たり営業利益,26.670470237731934
有形固定資産変動率,25.9319349527359
組織図_svd18,25.85537028312683
長期借入金,25.51578938961029
企業概要_svd23,25.027589917182922
組織図_svd24,24.90914011001587
組織図_svd20,24.894059658050537
ソフト投資対有形比,24.253792941570282
今後のDX展望_svd30,24.03768515586853
既存ツール満足度,23.89695906639099
今後のDX展望_svd9,23.835010051727295
純資産,23.746740221977234
今後のDX展望_svd8,23.378689765930176
今後のDX展望_svd20,23.001659750938416
事業所数,22.82364386320114
組織図_svd39,22.27723217010498
負債,21.963630437850952
アンケート２,21.419000387191772
無形固定資産変動率,20.682650089263916
企業概要_svd20,20.098223626613617
組織図_svd23,20.028969645500183
今後のDX展望_svd35,20.02492779493332
企業概要_svd3,19.93608045578003
組織図_svd30,19.919779777526855
企業概要_svd26,19.56996786594391
企業概要_svd5,19.179215013980865
今後のDX展望_svd13,19.13103985786438
企業概要_svd0,18.973340034484863
組織図_svd16,18.536529898643494
今後のDX展望_svd28,18.377479434013367
組織図_svd6,18.34171974658966
組織図_svd29,18.323619842529297
企業概要_svd22,18.127180814743042
企業概要_svd21,17.893809020519257
組織図_svd33,17.493159651756287
組織図_svd22,17.362590074539185
今後のDX展望_svd0,16.467259883880615
企業概要_svd30,15.873189926147461
組織図_svd38,15.544339776039124
企業概要_svd25,15.30340027809143
アンケート１０,15.23548972606659
今後のDX展望_svd32,14.6703200340271
今後のDX展望_svd38,14.33855789899826
今後のDX展望_svd36,13.652599930763245
企業概要_svd15,13.39178991317749
組織図_svd5,12.987170219421387
組織図_svd15,12.534733951091766
企業概要_svd18,12.461533188819885
今後のDX展望_svd18,12.296996057033539
今後のDX展望_svd23,12.195110082626343
今後のDX展望_svd33,11.754452049732208
組織図_svd19,11.681972920894623
今後のDX展望_svd5,11.154730081558228
投資CF,10.979779720306396
企業概要_svd38,10.65650987625122
企業概要_svd13,10.484990000724792
今後のDX展望_svd24,10.433669805526733
アンケート９,10.369255065917969
組織図_svd26,10.276510119438171
今後のDX展望_svd14,10.139990091323853
企業概要_svd16,9.649240136146545
組織図_svd3,9.5417001247406
流動資産,9.055850148200989
事業所あたり従業員数,8.530779838562012
企業概要_svd29,8.47074007987976
自己資本,8.438409805297852
組織図_svd25,8.280900239944458
導入済み不満フラグ,8.067919969558716
売上,7.928400039672852
企業概要_svd19,7.656220197677612
企業概要_svd1,7.328423917293549
アンケート１１,7.2173479199409485
組織図_svd17,6.871960163116455
総資産,6.844609975814819
企業概要_svd14,6.623859882354736
組織図_svd8,6.567950010299683
今後のDX展望_svd16,6.259109973907471
今後のDX展望_svd26,6.254532992839813
工場数,6.237949848175049
企業概要_svd4,6.233930051326752
企業概要_svd32,6.07588005065918
組織図_svd35,5.8084810972213745
企業概要_svd39,5.693269968032837
企業概要_svd36,5.350933909416199
今後のDX展望_svd15,5.264500141143799
kw_IoT,3.7375600337982178
te_特徴,3.5326008796691895
特徴,3.058679938316345
企業概要_svd27,2.9506900310516357
アンケート５,2.8939499855041504
kw_リスキリング,2.1815900802612305
今後のDX展望_svd22,1.8650100231170654
アンケート１,1.450119972229004
te_上場種別,1.3314599990844727
企業概要_svd11,1.0663599967956543
kw_クラウド,0.0
kw_デジタル,0.0
減価償却費,0.0
店舗数,0.0
資本金,0.0
上場種別,0.0
業界,0.0
kw_生成AI,0.0
kw_AI,0.0
導入済みフラグ,0.0
抵抗高フラグ,0.0
連携高フラグ,0.0
ツール未導入フラグ,0.0
log売上,0.0
log総資産,0.0
アンケート６,0.0
アンケート３,0.0
運転資本変動,0.0
kw_人材育成,0.0
組織図_svd7,0.0
今後のDX展望_svd19,0.0
