,0
組織図_svd26,1.7877600193023682
企業概要_svd38,1.7442899942398071
短期借入金,1.4981399774551392
今後のDX展望_svd18,1.2914700508117676
導入済みフラグ,0.0
kw_クラウド,0.0
導入済み不満フラグ,0.0
kw_生成AI,0.0
kw_AI,0.0
kw_デジタル,0.0
kw_リスキリング,0.0
log総資産,0.0
log売上,0.0
アンケート１,0.0
アンケート６,0.0
売上,0.0
減価償却費,0.0
流動資産,0.0
資本金,0.0
上場種別,0.0
業界,0.0
自己資本,0.0
kw_IoT,0.0
連携高フラグ,0.0
ツール未導入フラグ,0.0
導入済み満足フラグ,0.0
満足度高フラグ,0.0
te_上場種別,0.0
te_特徴,0.0
企業概要_svd19,0.0
組織図_svd7,0.0
今後のDX展望_svd23,0.0
組織図_svd3,0.0
